Geography,SUPPRESSION_FLAG,HOUSEHOLDS,PERSONS
J 11 50,RELEASE,18,51
J 11 51,RELEASE,30,106
J 11 52,RELEASE,29,80
J 11 53,RELEASE,35,101
J 11 54,RELEASE,33,95
J 11 55,RELEASE,45,130
J 11 56,RELEASE,14,43
J 11 57,RELEASE,44,134
J 11 58,RELEASE,190,503
J 11 59,RELEASE,29,98
J 11 60,SUPPRESS,4,0
J 11 61,SUPPRESS,9,0
J 11 62,RELEASE,21,76
J 11 63,RELEASE,11,37
J 11 64,RELEASE,36,97
J 11 65,RELEASE,44,118
J 11 66,RELEASE,29,89
J 11 67,SUPPRESS,7,0
J 11 70,RELEASE,28,73
J 11 71,SUPPRESS,4,0
J 11 75,RELEASE,11,30
J 11 76,RELEASE,50,144
J 11 77,RELEASE,17,55
J 11 78,RELEASE,24,45
J 11 79,RELEASE,19,57
J 11 80,RELEASE,11,39
J 11 81,RELEASE,13,43
J 11 88,RELEASE,32,55
J 11 89,RELEASE,24,71
J 11 90,RELEASE,48,131
J 11 91,RELEASE,21,62
J 11 92,RELEASE,29,87
J 11 93,RELEASE,19,63
J 11 94,RELEASE,10,31
J 11 95,RELEASE,15,40
J 11 96,RELEASE,25,74
J 11 97,RELEASE,23,61
J 11 98,RELEASE,39,103
J 11 99,SUPPRESS,14,0
J 12 19,SUPPRESS,8,0
J 12 20,SUPPRESS,1,0
J 12 21,RELEASE,30,99
J 12 22,RELEASE,16,57
J 12 23,RELEASE,45,167
J 12 24,RELEASE,35,116
J 12 25,RELEASE,32,114
J 12 26,RELEASE,27,85
J 12 27,RELEASE,14,49
J 12 28,RELEASE,35,123
J 12 29,RELEASE,16,47
J 12 30,RELEASE,27,87
J 12 31,RELEASE,22,69
J 12 32,RELEASE,21,79
J 12 33,RELEASE,15,42
J 12 34,SUPPRESS,8,0
J 12 35,SUPPRESS,8,0
J 12 36,RELEASE,11,35
J 12 37,RELEASE,11,43
J 12 38,RELEASE,19,71
J 12 39,SUPPRESS,8,0
J 12 40,RELEASE,12,42
J 12 41,SUPPRESS,9,0
J 12 42,RELEASE,10,34
J 12 43,RELEASE,14,32
J 12 44,RELEASE,269,802
J 12 45,RELEASE,1144,2230
J 12 46,RELEASE,1148,2272
J 12 47,RELEASE,277,603
J 12 48,RELEASE,17,39
J 12 49,RELEASE,20,55
J 12 50,RELEASE,19,42
J 12 51,SUPPRESS,3,0
J 12 52,RELEASE,29,88
J 12 53,RELEASE,155,406
J 12 54,RELEASE,70,198
J 12 55,RELEASE,17,51
J 12 56,RELEASE,21,57
J 12 57,RELEASE,30,79
J 12 58,RELEASE,405,1014
J 12 59,RELEASE,78,185
J 12 60,SUPPRESS,11,0
J 12 61,RELEASE,24,81
J 12 62,RELEASE,13,37
J 12 63,SUPPRESS,8,0
J 12 64,RELEASE,216,544
J 12 65,RELEASE,160,473
J 12 66,RELEASE,33,118
J 12 67,RELEASE,290,760
J 12 68,RELEASE,14,46
J 12 69,RELEASE,13,30
J 12 70,RELEASE,20,52
J 12 71,RELEASE,23,70
J 12 72,SUPPRESS,9,0
J 12 73,SUPPRESS,1,0
J 12 74,SUPPRESS,1,0
J 12 75,SUPPRESS,5,0
J 12 76,RELEASE,31,97
J 12 77,RELEASE,14,60
J 12 78,RELEASE,16,48
J 12 79,RELEASE,15,48
J 12 80,RELEASE,22,68
J 12 81,RELEASE,26,84
J 12 82,RELEASE,15,39
J 12 87,SUPPRESS,3,0
J 12 88,RELEASE,62,171
J 12 89,SUPPRESS,3,0
J 12 90,RELEASE,22,59
J 12 91,RELEASE,25,91
J 12 92,RELEASE,46,130
J 12 93,RELEASE,20,48
J 12 94,RELEASE,25,72
J 12 95,RELEASE,37,104
J 12 96,RELEASE,48,116
J 12 97,RELEASE,65,159
J 12 98,RELEASE,17,43
J 12 99,SUPPRESS,2,0
J 13 18,RELEASE,289,617
J 13 19,RELEASE,320,950
J 13 20,RELEASE,199,629
J 13 21,RELEASE,239,717
J 13 22,RELEASE,44,139
J 13 23,RELEASE,18,66
J 13 24,RELEASE,25,75
J 13 25,RELEASE,30,104
J 13 26,RELEASE,29,95
J 13 27,RELEASE,21,77
J 13 28,SUPPRESS,5,0
J 13 29,RELEASE,21,68
J 13 30,RELEASE,11,41
J 13 31,RELEASE,31,113
J 13 32,RELEASE,30,100
J 13 33,RELEASE,13,39
J 13 34,RELEASE,20,65
J 13 35,SUPPRESS,6,0
J 13 36,RELEASE,11,31
J 13 37,RELEASE,21,65
J 13 38,RELEASE,14,40
J 13 39,SUPPRESS,7,0
J 13 40,SUPPRESS,7,0
J 13 41,SUPPRESS,9,0
J 13 42,SUPPRESS,9,0
J 13 43,SUPPRESS,6,0
J 13 44,RELEASE,31,72
J 13 45,RELEASE,703,1800
J 13 46,RELEASE,746,1950
J 13 47,RELEASE,87,254
J 13 48,SUPPRESS,6,0
J 13 49,RELEASE,15,44
J 13 50,RELEASE,23,70
J 13 51,RELEASE,49,126
J 13 52,RELEASE,32,98
J 13 53,RELEASE,549,1345
J 13 54,RELEASE,48,141
J 13 55,RELEASE,28,85
J 13 56,SUPPRESS,5,0
J 13 57,SUPPRESS,11,0
J 13 58,RELEASE,321,807
J 13 59,RELEASE,89,252
J 13 60,RELEASE,17,45
J 13 61,RELEASE,13,38
J 13 62,SUPPRESS,9,0
J 13 63,RELEASE,19,54
J 13 64,RELEASE,24,75
J 13 65,SUPPRESS,8,0
J 13 66,RELEASE,29,99
J 13 67,RELEASE,89,266
J 13 68,RELEASE,15,42
J 13 69,RELEASE,55,156
J 13 70,RELEASE,43,132
J 13 71,RELEASE,35,117
J 13 72,RELEASE,27,91
J 13 73,SUPPRESS,2,0
J 13 75,SUPPRESS,3,0
J 13 76,RELEASE,20,59
J 13 77,RELEASE,20,56
J 13 78,RELEASE,26,81
J 13 79,RELEASE,11,32
J 13 80,RELEASE,16,50
J 13 81,RELEASE,12,32
J 13 82,RELEASE,14,36
J 13 84,SUPPRESS,1,0
J 13 87,RELEASE,83,232
J 13 88,RELEASE,155,481
J 13 89,RELEASE,168,553
J 13 90,SUPPRESS,8,0
J 13 91,RELEASE,31,64
J 13 92,SUPPRESS,9,0
J 13 93,RELEASE,14,38
J 13 94,RELEASE,34,89
J 13 95,RELEASE,24,70
J 13 96,RELEASE,26,69
J 13 97,RELEASE,21,61
J 13 98,SUPPRESS,8,0
J 13 99,RELEASE,24,72
J 14 17,RELEASE,24,92
J 14 18,RELEASE,1599,3593
J 14 19,RELEASE,464,1320
J 14 20,RELEASE,20,74
J 14 21,RELEASE,69,218
J 14 22,SUPPRESS,5,0
J 14 23,RELEASE,11,44
J 14 24,RELEASE,11,41
J 14 25,RELEASE,19,59
J 14 26,RELEASE,28,86
J 14 27,RELEASE,30,101
J 14 28,RELEASE,33,109
J 14 29,RELEASE,20,62
J 14 30,RELEASE,14,50
J 14 31,SUPPRESS,9,0
J 14 32,RELEASE,12,38
J 14 33,SUPPRESS,9,0
J 14 34,RELEASE,15,39
J 14 35,RELEASE,15,44
J 14 36,RELEASE,40,127
J 14 37,RELEASE,10,34
J 14 38,RELEASE,12,32
J 14 39,RELEASE,12,39
J 14 40,SUPPRESS,4,0
J 14 41,SUPPRESS,2,0
J 14 42,SUPPRESS,7,0
J 14 43,SUPPRESS,9,0
J 14 44,RELEASE,16,46
J 14 45,RELEASE,174,461
J 14 46,SUPPRESS,10,0
J 14 47,RELEASE,21,56
J 14 48,SUPPRESS,9,0
J 14 49,SUPPRESS,7,0
J 14 50,RELEASE,21,87
J 14 51,RELEASE,140,355
J 14 52,RELEASE,17,47
J 14 53,SUPPRESS,8,0
J 14 54,RELEASE,71,186
J 14 55,RELEASE,18,38
J 14 56,RELEASE,22,53
J 14 57,RELEASE,11,39
J 14 58,RELEASE,16,50
J 14 59,RELEASE,241,699
J 14 60,RELEASE,1208,2857
J 14 61,RELEASE,17,48
J 14 62,RELEASE,14,34
J 14 63,RELEASE,14,50
J 14 64,SUPPRESS,7,0
J 14 65,SUPPRESS,4,0
J 14 66,RELEASE,15,40
J 14 67,RELEASE,29,76
J 14 68,RELEASE,36,107
J 14 69,RELEASE,39,124
J 14 70,SUPPRESS,8,0
J 14 71,RELEASE,33,91
J 14 72,RELEASE,22,60
J 14 73,RELEASE,14,47
J 14 74,RELEASE,19,59
J 14 75,RELEASE,241,671
J 14 76,RELEASE,584,1629
J 14 77,RELEASE,18,40
J 14 78,SUPPRESS,7,0
J 14 80,SUPPRESS,1,0
J 14 81,SUPPRESS,7,0
J 14 82,SUPPRESS,8,0
J 14 83,SUPPRESS,6,0
J 14 84,SUPPRESS,13,0
J 14 85,RELEASE,536,1035
J 14 86,RELEASE,481,901
J 14 87,RELEASE,833,1933
J 14 88,RELEASE,884,2353
J 14 89,RELEASE,135,350
J 14 90,SUPPRESS,9,0
J 14 91,SUPPRESS,10,0
J 14 92,RELEASE,14,70
J 14 93,RELEASE,37,97
J 14 94,SUPPRESS,5,0
J 14 95,RELEASE,30,80
J 14 96,RELEASE,504,1206
J 14 97,RELEASE,128,323
J 14 98,RELEASE,15,40
J 14 99,RELEASE,24,89
J 15 18,RELEASE,334,861
J 15 19,RELEASE,68,181
J 15 20,RELEASE,22,57
J 15 21,RELEASE,11,41
J 15 22,SUPPRESS,7,0
J 15 23,SUPPRESS,4,0
J 15 24,SUPPRESS,3,0
J 15 25,RELEASE,25,90
J 15 26,RELEASE,70,201
J 15 27,RELEASE,366,1055
J 15 28,RELEASE,27,105
J 15 29,RELEASE,13,57
J 15 30,RELEASE,17,60
J 15 31,RELEASE,17,42
J 15 32,RELEASE,20,60
J 15 33,RELEASE,24,72
J 15 34,RELEASE,16,54
J 15 35,SUPPRESS,10,0
J 15 36,RELEASE,22,72
J 15 37,SUPPRESS,9,0
J 15 38,SUPPRESS,8,0
J 15 39,SUPPRESS,6,0
J 15 40,SUPPRESS,10,0
J 15 41,RELEASE,23,73
J 15 42,RELEASE,14,32
J 15 43,SUPPRESS,6,0
J 15 44,SUPPRESS,10,0
J 15 45,RELEASE,13,32
J 15 46,SUPPRESS,10,0
J 15 47,RELEASE,26,59
J 15 48,RELEASE,30,71
J 15 49,RELEASE,20,52
J 15 50,RELEASE,18,52
J 15 51,RELEASE,22,60
J 15 52,RELEASE,10,40
J 15 53,RELEASE,30,79
J 15 54,SUPPRESS,9,0
J 15 55,RELEASE,14,46
J 15 56,RELEASE,11,31
J 15 57,RELEASE,15,51
J 15 58,SUPPRESS,4,0
J 15 59,RELEASE,22,57
J 15 60,RELEASE,617,1302
J 15 61,RELEASE,13,48
J 15 62,RELEASE,35,94
J 15 63,SUPPRESS,11,0
J 15 64,SUPPRESS,4,0
J 15 65,RELEASE,27,80
J 15 66,SUPPRESS,9,0
J 15 67,RELEASE,27,71
J 15 68,RELEASE,27,80
J 15 69,RELEASE,24,68
J 15 70,RELEASE,18,53
J 15 71,SUPPRESS,8,0
J 15 72,RELEASE,419,1236
J 15 73,RELEASE,414,1221
J 15 74,SUPPRESS,3,0
J 15 75,RELEASE,430,1070
J 15 76,RELEASE,665,1704
J 15 77,RELEASE,13,40
J 15 78,RELEASE,17,52
J 15 79,RELEASE,139,971
J 15 81,SUPPRESS,3,0
J 15 82,SUPPRESS,5,0
J 15 83,SUPPRESS,6,0
J 15 84,RELEASE,13,115
J 15 85,RELEASE,266,683
J 15 86,RELEASE,1303,3132
J 15 87,RELEASE,1110,2609
J 15 88,RELEASE,314,957
J 15 89,RELEASE,34,74
J 15 90,SUPPRESS,8,0
J 15 91,SUPPRESS,7,0
J 15 92,RELEASE,12,34
J 15 93,RELEASE,23,77
J 15 94,RELEASE,15,44
J 15 95,RELEASE,18,48
J 15 96,RELEASE,294,720
J 15 97,RELEASE,10,59
J 15 98,RELEASE,13,30
J 15 99,RELEASE,21,54
J 16 18,RELEASE,35,96
J 16 19,RELEASE,22,67
J 16 20,RELEASE,12,37
J 16 21,RELEASE,22,77
J 16 22,RELEASE,23,61
J 16 23,SUPPRESS,5,0
J 16 25,RELEASE,31,125
J 16 26,RELEASE,47,158
J 16 27,RELEASE,71,204
J 16 28,RELEASE,36,130
J 16 29,RELEASE,20,74
J 16 30,RELEASE,26,82
J 16 31,RELEASE,11,41
J 16 32,RELEASE,32,109
J 16 33,RELEASE,18,63
J 16 34,RELEASE,22,69
J 16 35,RELEASE,15,49
J 16 36,RELEASE,14,36
J 16 37,RELEASE,11,36
J 16 38,SUPPRESS,7,0
J 16 39,SUPPRESS,8,0
J 16 40,RELEASE,14,36
J 16 41,RELEASE,12,31
J 16 42,RELEASE,17,63
J 16 43,SUPPRESS,7,0
J 16 44,RELEASE,50,118
J 16 45,RELEASE,29,68
J 16 46,SUPPRESS,10,0
J 16 47,RELEASE,23,60
J 16 48,RELEASE,18,52
J 16 49,RELEASE,18,47
J 16 50,RELEASE,16,43
J 16 51,RELEASE,37,111
J 16 52,RELEASE,28,91
J 16 53,SUPPRESS,5,0
J 16 54,RELEASE,17,49
J 16 55,RELEASE,14,38
J 16 56,RELEASE,11,44
J 16 57,RELEASE,10,30
J 16 58,RELEASE,12,41
J 16 59,RELEASE,25,80
J 16 60,RELEASE,14,38
J 16 61,SUPPRESS,10,0
J 16 62,RELEASE,11,37
J 16 63,RELEASE,137,388
J 16 64,RELEASE,23,66
J 16 65,RELEASE,28,62
J 16 66,RELEASE,23,67
J 16 67,RELEASE,109,249
J 16 68,RELEASE,29,69
J 16 69,SUPPRESS,2,0
J 16 70,RELEASE,20,55
J 16 71,RELEASE,22,61
J 16 72,RELEASE,34,84
J 16 73,RELEASE,12,38
J 16 74,SUPPRESS,1,0
J 16 75,RELEASE,99,308
J 16 76,RELEASE,39,103
J 16 77,RELEASE,16,33
J 16 78,RELEASE,21,63
J 16 79,RELEASE,14,35
J 16 80,RELEASE,17,42
J 16 81,RELEASE,14,33
J 16 82,SUPPRESS,3,0
J 16 83,RELEASE,17,42
J 16 84,RELEASE,33,72
J 16 85,RELEASE,476,1079
J 16 86,RELEASE,1470,3442
J 16 87,RELEASE,880,1923
J 16 88,RELEASE,254,760
J 16 89,RELEASE,21,60
J 16 90,RELEASE,14,41
J 16 91,SUPPRESS,4,0
J 16 92,SUPPRESS,6,0
J 16 93,SUPPRESS,7,0
J 16 94,RELEASE,18,55
J 16 95,SUPPRESS,10,0
J 16 96,SUPPRESS,10,0
J 16 97,RELEASE,28,154
J 16 98,RELEASE,31,89
J 16 99,SUPPRESS,7,0
J 17 18,RELEASE,389,813
J 17 19,RELEASE,67,187
J 17 20,RELEASE,13,36
J 17 21,SUPPRESS,8,0
J 17 22,SUPPRESS,0,0
J 17 23,SUPPRESS,5,0
J 17 24,RELEASE,17,62
J 17 25,SUPPRESS,7,0
J 17 26,RELEASE,17,62
J 17 27,RELEASE,14,44
J 17 28,RELEASE,13,44
J 17 29,SUPPRESS,9,0
J 17 30,RELEASE,19,70
J 17 31,RELEASE,13,42
J 17 32,RELEASE,33,92
J 17 33,RELEASE,39,100
J 17 34,RELEASE,12,33
J 17 35,SUPPRESS,7,0
J 17 36,SUPPRESS,7,0
J 17 37,RELEASE,16,41
J 17 38,RELEASE,12,38
J 17 39,RELEASE,20,71
J 17 40,RELEASE,87,224
J 17 41,RELEASE,15,41
J 17 42,RELEASE,10,35
J 17 43,RELEASE,15,51
J 17 44,SUPPRESS,8,0
J 17 45,SUPPRESS,9,0
J 17 46,SUPPRESS,8,0
J 17 47,RELEASE,24,70
J 17 48,RELEASE,20,51
J 17 49,RELEASE,26,66
J 17 50,RELEASE,15,43
J 17 51,RELEASE,58,161
J 17 52,RELEASE,20,54
J 17 53,SUPPRESS,9,0
J 17 54,SUPPRESS,9,0
J 17 55,SUPPRESS,9,0
J 17 56,SUPPRESS,7,0
J 17 57,RELEASE,18,55
J 17 58,RELEASE,26,79
J 17 59,RELEASE,46,123
J 17 60,SUPPRESS,8,0
J 17 61,RELEASE,22,53
J 17 62,RELEASE,17,45
J 17 63,RELEASE,1011,2779
J 17 64,SUPPRESS,3,0
J 17 65,SUPPRESS,4,0
J 17 66,RELEASE,17,44
J 17 67,RELEASE,17,43
J 17 68,RELEASE,14,34
J 17 69,SUPPRESS,9,0
J 17 70,RELEASE,15,44
J 17 71,RELEASE,10,40
J 17 72,RELEASE,24,66
J 17 73,SUPPRESS,6,0
J 17 74,SUPPRESS,8,0
J 17 75,SUPPRESS,6,0
J 17 76,SUPPRESS,9,0
J 17 77,RELEASE,21,63
J 17 78,SUPPRESS,5,0
J 17 79,RELEASE,18,63
J 17 80,RELEASE,33,70
J 17 81,RELEASE,11,39
J 17 82,SUPPRESS,8,0
J 17 83,SUPPRESS,4,0
J 17 84,SUPPRESS,6,0
J 17 85,RELEASE,828,1768
J 17 86,RELEASE,483,1032
J 17 87,RELEASE,149,384
J 17 88,RELEASE,13,34
J 17 89,RELEASE,19,44
J 17 90,SUPPRESS,10,0
J 17 91,SUPPRESS,3,0
J 17 92,SUPPRESS,3,0
J 17 93,SUPPRESS,1,0
J 17 94,SUPPRESS,11,0
J 17 95,RELEASE,15,34
J 17 96,RELEASE,22,57
J 17 97,RELEASE,27,86
J 17 98,RELEASE,15,37
J 17 99,RELEASE,48,124
J 18 15,RELEASE,18,52
J 18 16,RELEASE,24,63
J 18 17,RELEASE,28,101
J 18 18,RELEASE,391,964
J 18 19,RELEASE,254,697
J 18 20,SUPPRESS,5,0
J 18 21,SUPPRESS,2,0
J 18 22,SUPPRESS,7,0
J 18 23,SUPPRESS,0,0
J 18 24,SUPPRESS,1,0
J 18 25,SUPPRESS,1,0
J 18 27,RELEASE,25,72
J 18 28,SUPPRESS,8,0
J 18 29,RELEASE,17,53
J 18 30,RELEASE,11,38
J 18 31,RELEASE,18,56
J 18 32,RELEASE,11,33
J 18 33,RELEASE,25,65
J 18 34,RELEASE,22,70
J 18 35,RELEASE,12,39
J 18 36,RELEASE,13,49
J 18 37,RELEASE,31,81
J 18 38,RELEASE,23,77
J 18 39,RELEASE,12,47
J 18 40,RELEASE,16,53
J 18 41,RELEASE,18,55
J 18 42,RELEASE,10,35
J 18 43,RELEASE,16,43
J 18 44,SUPPRESS,11,0
J 18 45,RELEASE,15,41
J 18 46,RELEASE,12,39
J 18 47,RELEASE,21,65
J 18 48,RELEASE,13,37
J 18 49,RELEASE,24,69
J 18 50,RELEASE,19,52
J 18 51,RELEASE,30,78
J 18 52,RELEASE,16,31
J 18 53,RELEASE,26,64
J 18 54,RELEASE,15,41
J 18 55,RELEASE,24,62
J 18 56,RELEASE,15,45
J 18 57,RELEASE,10,47
J 18 58,RELEASE,22,65
J 18 59,SUPPRESS,5,0
J 18 60,SUPPRESS,9,0
J 18 61,RELEASE,18,48
J 18 62,RELEASE,13,40
J 18 63,RELEASE,18,56
J 18 64,RELEASE,16,45
J 18 65,RELEASE,18,41
J 18 66,SUPPRESS,10,0
J 18 67,RELEASE,16,41
J 18 68,RELEASE,27,82
J 18 69,RELEASE,24,54
J 18 70,RELEASE,14,33
J 18 71,SUPPRESS,9,0
J 18 72,RELEASE,15,40
J 18 73,RELEASE,12,33
J 18 74,RELEASE,14,44
J 18 75,RELEASE,12,42
J 18 76,SUPPRESS,10,0
J 18 77,SUPPRESS,9,0
J 18 78,RELEASE,16,50
J 18 79,RELEASE,13,38
J 18 80,SUPPRESS,8,0
J 18 81,SUPPRESS,7,0
J 18 82,SUPPRESS,12,0
J 18 83,SUPPRESS,5,0
J 18 84,RELEASE,21,54
J 18 85,RELEASE,73,164
J 18 86,RELEASE,11,30
J 18 87,RELEASE,14,31
J 18 88,SUPPRESS,5,0
J 18 89,SUPPRESS,8,0
J 18 90,SUPPRESS,5,0
J 18 91,RELEASE,15,46
J 18 92,SUPPRESS,2,0
J 18 93,SUPPRESS,10,0
J 18 95,SUPPRESS,7,0
J 18 96,RELEASE,11,32
J 18 97,RELEASE,12,45
J 18 98,SUPPRESS,10,0
J 18 99,RELEASE,89,214
J 19 14,SUPPRESS,1,0
J 19 15,RELEASE,67,178
J 19 16,SUPPRESS,1,0
J 19 19,RELEASE,17,86
J 19 20,RELEASE,24,62
J 19 21,SUPPRESS,7,0
J 19 22,SUPPRESS,1,0
J 19 23,SUPPRESS,2,0
J 19 24,SUPPRESS,3,0
J 19 27,RELEASE,16,49
J 19 28,RELEASE,14,53
J 19 29,RELEASE,12,42
J 19 30,RELEASE,11,35
J 19 31,RELEASE,10,32
J 19 32,RELEASE,19,52
J 19 33,RELEASE,796,1852
J 19 34,RELEASE,28,84
J 19 35,SUPPRESS,10,0
J 19 36,SUPPRESS,8,0
J 19 37,RELEASE,21,71
J 19 38,RELEASE,21,70
J 19 39,RELEASE,20,74
J 19 40,RELEASE,11,46
J 19 41,RELEASE,11,33
J 19 42,RELEASE,15,47
J 19 43,RELEASE,20,47
J 19 44,RELEASE,16,53
J 19 45,SUPPRESS,9,0
J 19 46,RELEASE,13,31
J 19 47,RELEASE,12,33
J 19 48,SUPPRESS,9,0
J 19 49,SUPPRESS,6,0
J 19 50,SUPPRESS,3,0
J 19 51,RELEASE,18,43
J 19 52,RELEASE,467,1097
J 19 53,RELEASE,259,618
J 19 54,RELEASE,23,62
J 19 55,RELEASE,25,79
J 19 56,SUPPRESS,9,0
J 19 57,RELEASE,33,78
J 19 58,RELEASE,23,56
J 19 59,RELEASE,25,68
J 19 60,RELEASE,12,31
J 19 61,RELEASE,80,211
J 19 62,RELEASE,16,45
J 19 63,RELEASE,11,32
J 19 64,RELEASE,19,49
J 19 65,RELEASE,14,39
J 19 66,RELEASE,18,39
J 19 67,RELEASE,12,37
J 19 68,SUPPRESS,8,0
J 19 69,RELEASE,24,61
J 19 70,RELEASE,22,61
J 19 71,RELEASE,24,72
J 19 72,SUPPRESS,7,0
J 19 73,RELEASE,14,42
J 19 74,RELEASE,15,44
J 19 75,RELEASE,10,33
J 19 76,SUPPRESS,6,0
J 19 77,RELEASE,13,37
J 19 78,RELEASE,26,77
J 19 79,RELEASE,13,45
J 19 80,RELEASE,24,61
J 19 81,RELEASE,12,35
J 19 82,RELEASE,17,49
J 19 83,RELEASE,32,85
J 19 84,RELEASE,175,439
J 19 85,RELEASE,27,73
J 19 86,SUPPRESS,4,0
J 19 87,RELEASE,24,70
J 19 88,SUPPRESS,5,0
J 19 89,SUPPRESS,5,0
J 19 90,SUPPRESS,8,0
J 19 91,RELEASE,20,61
J 19 92,SUPPRESS,8,0
J 19 93,SUPPRESS,4,0
J 19 94,RELEASE,23,69
J 19 95,RELEASE,21,67
J 19 96,RELEASE,26,75
J 19 97,RELEASE,10,31
J 19 98,SUPPRESS,7,0
J 19 99,RELEASE,15,35
J 20 14,SUPPRESS,2,0
J 20 15,RELEASE,22,48
J 20 20,SUPPRESS,1,0
J 20 21,SUPPRESS,4,0
J 20 22,RELEASE,15,49
J 20 24,SUPPRESS,1,0
J 20 25,SUPPRESS,5,0
J 20 26,SUPPRESS,2,0
J 20 27,SUPPRESS,11,0
J 20 28,RELEASE,147,443
J 20 29,RELEASE,51,149
J 20 30,RELEASE,13,47
J 20 31,RELEASE,13,37
J 20 32,RELEASE,18,47
J 20 33,RELEASE,251,669
J 20 34,RELEASE,26,83
J 20 35,SUPPRESS,7,0
J 20 36,RELEASE,18,38
J 20 37,RELEASE,21,67
J 20 38,RELEASE,13,30
J 20 39,SUPPRESS,7,0
J 20 40,RELEASE,43,117
J 20 41,SUPPRESS,6,0
J 20 42,RELEASE,11,40
J 20 43,RELEASE,12,34
J 20 44,SUPPRESS,8,0
J 20 45,RELEASE,20,65
J 20 46,SUPPRESS,8,0
J 20 47,RELEASE,11,35
J 20 48,SUPPRESS,9,0
J 20 49,RELEASE,17,54
J 20 50,RELEASE,18,55
J 20 51,SUPPRESS,5,0
J 20 52,RELEASE,694,1848
J 20 53,RELEASE,1137,2534
J 20 54,RELEASE,41,97
J 20 55,RELEASE,13,38
J 20 56,RELEASE,15,53
J 20 57,RELEASE,26,76
J 20 58,RELEASE,15,32
J 20 59,RELEASE,56,155
J 20 60,RELEASE,37,96
J 20 61,RELEASE,20,59
J 20 62,RELEASE,84,215
J 20 63,RELEASE,20,50
J 20 64,RELEASE,21,61
J 20 65,SUPPRESS,7,0
J 20 66,SUPPRESS,7,0
J 20 67,SUPPRESS,11,0
J 20 68,RELEASE,66,173
J 20 69,RELEASE,31,98
J 20 70,SUPPRESS,7,0
J 20 71,RELEASE,11,30
J 20 72,RELEASE,13,37
J 20 73,SUPPRESS,7,0
J 20 74,SUPPRESS,5,0
J 20 75,SUPPRESS,11,0
J 20 76,RELEASE,10,35
J 20 77,RELEASE,18,45
J 20 78,RELEASE,35,114
J 20 79,SUPPRESS,9,0
J 20 80,RELEASE,23,67
J 20 81,RELEASE,16,48
J 20 82,RELEASE,33,102
J 20 83,RELEASE,15,56
J 20 84,SUPPRESS,4,0
J 20 85,RELEASE,31,67
J 20 86,SUPPRESS,6,0
J 20 87,RELEASE,21,38
J 20 88,SUPPRESS,10,0
J 20 89,RELEASE,13,40
J 20 90,SUPPRESS,7,0
J 20 91,RELEASE,12,37
J 20 92,SUPPRESS,7,0
J 20 93,RELEASE,19,62
J 20 94,RELEASE,14,37
J 20 95,RELEASE,17,62
J 20 97,SUPPRESS,3,0
J 20 98,RELEASE,13,36
J 20 99,SUPPRESS,6,0
J 21 14,SUPPRESS,6,0
J 21 15,RELEASE,15,50
J 21 25,SUPPRESS,3,0
J 21 26,RELEASE,13,38
J 21 27,RELEASE,13,51
J 21 28,RELEASE,337,888
J 21 29,RELEASE,183,455
J 21 30,SUPPRESS,11,0
J 21 31,RELEASE,15,36
J 21 32,RELEASE,15,41
J 21 33,RELEASE,14,43
J 21 34,SUPPRESS,10,0
J 21 35,RELEASE,15,54
J 21 36,RELEASE,24,65
J 21 37,RELEASE,23,57
J 21 38,SUPPRESS,9,0
J 21 39,SUPPRESS,7,0
J 21 40,RELEASE,23,62
J 21 41,RELEASE,17,50
J 21 42,RELEASE,11,31
J 21 43,SUPPRESS,7,0
J 21 44,RELEASE,11,34
J 21 45,SUPPRESS,10,0
J 21 46,RELEASE,14,47
J 21 47,RELEASE,15,57
J 21 48,SUPPRESS,6,0
J 21 49,RELEASE,19,55
J 21 50,RELEASE,40,98
J 21 51,RELEASE,27,80
J 21 52,RELEASE,13,33
J 21 53,RELEASE,187,508
J 21 54,RELEASE,42,103
J 21 55,RELEASE,23,63
J 21 56,RELEASE,15,51
J 21 57,RELEASE,20,61
J 21 58,RELEASE,22,58
J 21 59,RELEASE,27,80
J 21 60,RELEASE,30,102
J 21 61,RELEASE,112,322
J 21 62,RELEASE,68,198
J 21 63,RELEASE,20,61
J 21 64,RELEASE,22,51
J 21 65,RELEASE,19,59
J 21 66,RELEASE,17,39
J 21 67,RELEASE,23,62
J 21 68,RELEASE,16,44
J 21 70,RELEASE,246,672
J 21 71,RELEASE,22,77
J 21 73,RELEASE,12,37
J 21 74,SUPPRESS,9,0
J 21 75,RELEASE,69,229
J 21 76,SUPPRESS,7,0
J 21 77,RELEASE,12,32
J 21 78,SUPPRESS,4,0
J 21 79,SUPPRESS,12,0
J 21 80,RELEASE,18,54
J 21 81,RELEASE,27,76
J 21 82,RELEASE,13,43
J 21 83,RELEASE,14,38
J 21 84,RELEASE,17,42
J 21 85,SUPPRESS,9,0
J 21 86,SUPPRESS,8,0
J 21 87,SUPPRESS,5,0
J 21 88,RELEASE,12,38
J 21 89,SUPPRESS,8,0
J 21 90,RELEASE,21,68
J 21 91,RELEASE,14,46
J 21 92,RELEASE,12,30
J 21 93,RELEASE,11,32
J 21 94,SUPPRESS,4,0
J 21 95,SUPPRESS,6,0
J 21 96,SUPPRESS,2,0
J 21 98,SUPPRESS,6,0
J 21 99,RELEASE,17,48
J 22 14,RELEASE,17,40
J 22 15,SUPPRESS,9,0
